序号,股票代码,股票简称,最新价,量价齐升天数,阶段涨幅,累计换手率,所属行业
929,688699,明微电子,47.12,2,1.2,5.67,半导体
930,688701,卓锦股份,8.66,2,6.52,5.88,环境治理
931,688718,唯赛勃,13.54,2,2.81,2.15,塑料制品
932,688739,成大生物,26.6,2,2.03,1.08,生物制品
933,688750,金天钛业,20.71,2,2.58,10.11,小金属
934,000006,深振业A,10.15,1,2.32,4.72,房地产
935,000017,深中华A,7.99,1,1.14,3.75,服装家纺
936,000019,深粮控股,6.96,1,0.43,2.17,农产品加工
937,000021,深科技,26.79,1,0.11,6.35,消费电子
938,000028,国药一致,25.02,1,0.2,0.61,医药商业
939,000032,深桑达A,21.77,1,2.88,3.4,建筑装饰
940,000037,深南电A,8.67,1,1.17,2.62,电力
941,000045,深纺织A,12.44,1,0.73,1.9,光学光电子
942,000048,京基智农,15.83,1,3.13,2.89,养殖业
943,000049,德赛电池,27.33,1,0.4,2.43,电池
944,000056,皇庭国际,2.09,1,1.46,3.67,零售
945,000060,中金岭南,6.51,1,4.83,5.24,工业金属
946,000061,农产品,10.05,1,0.9,1.2,零售
947,000062,深圳华强,25.19,1,1.25,1.31,其他电子
948,000068,华控赛格,3.45,1,1.17,1.57,环境治理
949,000088,盐田港,4.49,1,0.67,0.82,港口航运
950,000100,TCL科技,4.76,1,2.59,4.7,光学光电子
951,000157,中联重科,8.57,1,2.88,1.4,工程机械
952,000333,美的集团,79.77,1,0.94,0.5,白色家电
953,000338,潍柴动力,18.34,1,4.32,2.5,汽车零部件
954,000400,许继电气,27.72,1,1.54,3.87,电网设备
955,000404,长虹华意,6.87,1,0.15,1.31,白色家电
956,000407,胜利股份,5.05,1,2.23,7.72,燃气
957,000417,合百集团,8.26,1,5.09,9.93,零售
958,000419,通程控股,6.56,1,2.02,4.55,零售
959,000425,徐工机械,11.8,1,3.69,1.02,工程机械
960,000428,华天酒店,3.37,1,0.3,1.91,旅游及酒店
961,000498,山东路桥,6.07,1,0.5,0.81,建筑装饰
962,000501,武商集团,11.1,1,7.77,8.11,零售
963,000504,*ST生物,8.84,1,1.49,0.75,医疗服务
964,000505,京粮控股,7.9,1,0.76,6.65,农产品加工
965,000506,招金黄金,13.73,1,2.77,4.13,贵金属
966,000507,珠海港,5.31,1,0.38,1.0,港口航运
967,000521,长虹美菱,6.68,1,0.6,1.33,白色家电
968,000523,红棉股份,3.94,1,5.63,10.14,饮料制造
969,000524,岭南控股,12.29,1,0.33,1.61,旅游及酒店
970,000525,红太阳,5.53,1,0.36,1.54,农化制品
971,000528,柳工,11.97,1,1.44,2.39,工程机械
972,000531,穗恒运A,6.87,1,3.31,3.08,电力
973,000532,华金资本,17.3,1,9.98,11.3,多元金融
974,000536,华映科技,5.15,1,0.98,5.04,光学光电子
975,000537,绿发电力,8.32,1,0.24,0.53,电力
976,000539,粤电力A,4.55,1,0.66,0.69,电力
977,000545,金浦钛业,3.16,1,2.27,7.38,化学原料
978,000552,甘肃能化,2.39,1,0.42,1.69,煤炭开采加工
979,000553,安道麦A,5.65,1,0.18,0.34,农化制品
980,000554,泰山石油,6.81,1,3.03,13.31,石油加工贸易
981,000558,天府文旅,5.25,1,1.16,4.04,旅游及酒店
982,000559,万向钱潮,19.85,1,7.24,10.66,汽车零部件
983,000563,陕国投A,3.54,1,0.86,1.15,多元金融
984,000565,渝三峡A,7.59,1,2.02,5.11,化学制品
985,000567,海德股份,6.32,1,1.61,1.52,多元金融
986,000568,泸州老窖,116.86,1,0.23,0.59,白酒
987,000570,苏常柴A,5.63,1,0.36,1.67,通用设备
988,000591,太阳能,4.54,1,0.67,1.31,电力
989,000595,*ST宝实,6.31,1,3.95,2.34,电力
990,000596,古井贡酒,137.68,1,1.24,0.91,白酒
991,000597,东北制药,5.37,1,0.37,1.01,化学制药
992,000600,建投能源,8.72,1,1.75,2.25,电力
993,000603,盛达资源,34.7,1,6.08,5.88,工业金属
994,000609,ST中迪,9.39,1,5.03,5.29,房地产
995,000610,西安旅游,12.56,1,0.08,3.69,旅游及酒店
996,000617,中油资本,9.79,1,1.77,1.33,多元金融
997,000629,钒钛股份,3.58,1,2.58,3.41,钢铁
998,000630,铜陵有色,5.91,1,3.68,4.67,工业金属
999,000636,风华高科,17.43,1,1.28,3.24,元件
1000,000637,茂化实华,4.38,1,2.58,5.84,石油加工贸易
1001,000639,西王食品,3.33,1,0.3,5.39,食品加工制造
1002,000650,仁和药业,6.05,1,0.33,4.14,中药
1003,000651,格力电器,40.48,1,0.1,0.53,白色家电
1004,000652,泰达股份,4.24,1,0.24,1.49,综合
1005,000657,中钨高新,32.89,1,6.03,6.3,小金属
1006,000665,湖北广电,5.98,1,3.28,6.55,文化传媒
1007,000668,*ST荣控,11.75,1,4.26,4.04,房地产
1008,000672,上峰水泥,12.93,1,0.31,2.4,建筑材料
1009,000680,山推股份,12.47,1,3.23,2.34,工程机械
1010,000681,视觉中国,26.02,1,4.5,20.63,文化传媒
1011,000686,东北证券,9.68,1,1.57,2.99,证券
1012,000688,国城矿业,27.95,1,0.47,2.35,工业金属
1013,000690,宝新能源,4.31,1,0.47,1.59,电力
1014,000701,厦门信达,6.6,1,0.46,4.11,贸易
1015,000705,浙江震元,9.24,1,0.54,2.68,医药商业
1016,000708,中信特钢,15.89,1,0.13,0.33,钢铁
1017,000713,国投丰乐,6.78,1,0.3,1.85,种植业与林业
1018,000715,中兴商业,6.39,1,3.73,6.57,零售
1019,000719,中原传媒,12.29,1,1.4,0.99,文化传媒
1020,000721,西安饮食,9.15,1,0.22,3.96,旅游及酒店
1021,000722,湖南发展,12.09,1,0.08,1.98,电力
1022,000725,京东方A,4.41,1,1.38,2.92,光学光电子
1023,000726,鲁泰A,7.2,1,0.7,1.85,纺织制造
1024,000727,冠捷科技,2.64,1,0.38,1.94,光学光电子
1025,000731,四川美丰,6.71,1,0.45,1.2,农化制品
1026,000737,北方铜业,15.84,1,2.0,4.71,工业金属
1027,000750,国海证券,4.29,1,0.47,1.51,证券
1028,000751,锌业股份,4.4,1,4.02,7.23,工业金属
1029,000752,ST西发,10.96,1,3.01,3.0,饮料制造
1030,000758,中色股份,7.03,1,2.78,4.28,工业金属
1031,000767,晋控电力,2.87,1,0.7,1.09,电力
1032,000778,新兴铸管,4.25,1,0.24,1.64,钢铁
1033,000785,居然智家,2.98,1,0.68,1.07,零售
1034,000790,华神科技,3.93,1,0.25,2.46,中药
1035,000791,甘肃能源,6.54,1,0.62,1.04,电力
1036,000795,英洛华,10.34,1,1.57,2.22,金属新材料
1037,000796,凯撒旅业,6.61,1,0.15,6.87,旅游及酒店
1038,000798,中水渔业,12.28,1,7.44,19.48,养殖业
1039,000799,酒鬼酒,56.97,1,0.76,3.24,白酒
1040,000800,一汽解放,6.83,1,0.29,0.37,汽车整车
1041,000802,北京文化,4.6,1,0.88,3.85,影视院线
1042,000803,山高环能,8.19,1,4.6,11.59,环境治理
1043,000809,和展能源,3.44,1,0.29,3.4,风电设备
1044,000810,创维数字,12.51,1,1.3,1.59,黑色家电
1045,000812,陕西金叶,4.77,1,0.85,3.06,包装印刷
1046,000823,超声电子,14.27,1,1.13,5.19,元件
1047,000828,东莞控股,10.91,1,0.74,0.71,公路铁路运输
1048,000831,中国稀土,52.04,1,3.95,5.61,小金属
1049,000839,国安股份,2.72,1,1.87,1.2,通信服务
1050,000848,承德露露,8.56,1,0.35,1.08,饮料制造
1051,000858,五粮液,107.14,1,0.22,0.41,白酒
1052,000860,顺鑫农业,14.87,1,0.34,1.2,白酒
1053,000878,云南铜业,22.18,1,6.53,7.92,工业金属
1054,000882,华联股份,2.09,1,1.46,4.18,零售
1055,000885,城发环境,13.96,1,0.14,0.68,环境治理
1056,000886,海南高速,6.58,1,1.39,3.95,公路铁路运输
1057,000889,中嘉博创,3.58,1,0.28,1.99,通信服务
1058,000895,双汇发展,25.9,1,0.08,0.28,食品加工制造
1059,000900,现代投资,4.13,1,0.49,0.94,公路铁路运输
1060,000902,新洋丰,15.96,1,0.88,1.16,农化制品
1061,000908,*ST景峰,7.8,1,3.86,3.6,化学制药
1062,000910,大亚圣象,7.75,1,0.13,0.89,家居用品
1063,000911,广农糖业,7.51,1,0.81,1.86,农产品加工
1064,000912,泸天化,4.26,1,0.47,0.81,农化制品
1065,000913,钱江摩托,15.63,1,0.45,1.27,汽车服务及其他
1066,000917,电广传媒,12.06,1,10.04,18.13,文化传媒
1067,000919,金陵药业,7.85,1,1.42,2.78,化学制药
1068,000921,海信家电,24.73,1,0.2,1.16,白色家电
1069,000925,众合科技,9.22,1,2.22,7.42,轨交设备
1070,000927,中国铁物,2.65,1,0.38,0.71,物流
1071,000930,中粮科技,5.98,1,1.18,1.05,农产品加工
1072,000931,中关村,5.02,1,0.4,1.24,化学制药
1073,000936,华西股份,9.04,1,3.67,12.47,化学纤维
1074,000950,重药控股,6.31,1,5.87,6.64,医药商业
1075,000953,河化股份,7.35,1,0.82,2.45,化学制药
1076,000958,电投产融,6.7,1,1.98,1.02,电力
1077,000960,锡业股份,33.82,1,7.81,3.46,小金属
1078,000963,华东医药,39.63,1,1.49,0.66,化学制药
1079,000966,长源电力,4.33,1,0.23,0.55,电力
1080,000968,蓝焰控股,7.0,1,1.16,1.5,油气开采及服务
1081,000970,中科三环,14.11,1,1.8,3.11,金属新材料
1082,000975,山金国际,25.44,1,3.0,1.55,贵金属
1083,000977,浪潮信息,68.9,1,2.65,4.91,计算机设备
1084,000980,众泰汽车,3.63,1,3.12,3.75,汽车整车
1085,000988,华工科技,83.03,1,0.89,7.28,自动化设备
1086,000995,皇台酒业,12.84,1,1.34,5.16,白酒
1087,000997,新大陆,28.05,1,1.37,1.61,计算机设备
1088,000998,隆平高科,9.55,1,0.42,1.14,种植业与林业
1089,001205,盛航股份,16.66,1,0.36,2.95,港口航运
1090,001208,华菱线缆,29.0,1,2.08,56.2,电网设备
1091,001211,双枪科技,27.18,1,1.0,3.89,家居用品
1092,001213,中铁特货,4.11,1,0.49,0.28,公路铁路运输
1093,001216,华瓷股份,17.88,1,2.11,4.47,家居用品
1094,001217,华尔泰,13.43,1,0.52,4.87,化学原料
1095,001219,青岛食品,14.69,1,3.23,3.39,食品加工制造
1096,001221,悍高集团,59.44,1,0.71,5.78,家居用品
1097,001222,源飞宠物,23.04,1,0.04,1.63,家居用品
1098,001227,兰州银行,2.34,1,0.43,1.02,银行
1099,001228,永泰运,26.7,1,1.56,3.33,物流
1100,001236,弘业期货,10.81,1,1.22,1.68,多元金融
1101,001266,宏英智能,34.6,1,0.7,13.35,自动化设备
1102,001279,强邦新材,35.23,1,0.66,2.19,包装印刷
1103,001280,中国铀业,68.46,1,7.27,28.54,小金属
1104,001282,三联锻造,21.42,1,0.47,4.56,汽车零部件
1105,001283,豪鹏科技,72.75,1,1.71,5.06,电池
1106,001285,瑞立科密,62.11,1,2.19,17.05,汽车零部件
1107,001288,运机集团,32.09,1,0.28,2.36,专用设备
1108,001299,美能能源,12.86,1,0.55,4.51,燃气
1109,001308,康冠科技,21.42,1,0.56,0.48,光学光电子
1110,001314,亿道信息,45.39,1,0.87,4.69,消费电子
1111,001318,阳光乳业,15.73,1,1.16,2.89,饮料制造
1112,001319,铭科精技,27.25,1,0.89,4.01,汽车零部件
1113,001325,元创股份,50.13,1,0.2,9.5,橡胶制品
1114,001328,登康口腔,39.19,1,1.79,3.48,美容护理
1115,001337,四川黄金,29.55,1,2.93,5.14,贵金属
1116,001338,永顺泰,12.36,1,1.06,1.6,农产品加工
1117,001339,智微智能,54.18,1,1.48,5.64,计算机设备
1118,001367,海森药业,22.72,1,0.98,3.27,化学制药
1119,001378,德冠新材,23.69,1,0.51,2.62,塑料制品
1120,001388,信通电子,43.93,1,0.3,4.38,电网设备
1121,001389,广合科技,81.9,1,0.11,4.16,元件
1122,001390,古麒绒材,24.99,1,0.04,6.95,纺织制造
1123,001395,亚联机械,43.73,1,0.16,6.53,专用设备
1124,001400,江顺科技,113.59,1,10.0,27.32,专用设备
1125,002003,伟星股份,10.4,1,0.77,0.97,纺织制造
1126,002004,华邦健康,4.89,1,0.41,1.41,化学制药
1127,002008,大族激光,44.4,1,4.05,7.44,自动化设备
1128,002009,天奇股份,22.3,1,2.25,24.64,专用设备
1129,002010,传化智联,6.28,1,1.62,2.0,物流
1130,002011,盾安环境,13.0,1,0.46,1.65,白色家电
1131,002019,亿帆医药,12.88,1,1.1,2.01,化学制药
1132,002020,京新药业,20.32,1,0.15,1.89,化学制药
1133,002028,思源电气,159.55,1,4.36,1.55,电网设备
1134,002032,苏泊尔,44.27,1,0.27,0.29,小家电
1135,002033,丽江股份,9.3,1,0.65,2.54,旅游及酒店
1136,002034,旺能环境,16.22,1,0.25,0.6,环境治理
1137,002040,南京港,10.03,1,0.3,2.18,港口航运
1138,002041,登海种业,9.79,1,1.14,1.57,种植业与林业
1139,002042,华孚时尚,4.32,1,0.47,1.84,纺织制造
1140,002045,国光电器,14.77,1,2.0,4.2,消费电子
1141,002046,国机精工,46.39,1,10.01,7.65,通用设备
1142,002047,*ST宝鹰,4.0,1,2.3,1.96,建筑装饰
1143,002050,三花智控,57.14,1,5.09,7.6,白色家电
1144,002052,同洲电子,13.56,1,5.53,7.65,其他电源设备
1145,002056,横店东磁,20.26,1,1.1,1.65,光伏设备
1146,002057,中钢天源,10.7,1,0.94,2.65,其他社会服务
1147,002060,广东建工,3.67,1,0.55,1.17,建筑装饰
1148,002061,浙江交科,4.04,1,0.5,0.88,建筑装饰
1149,002067,景兴纸业,5.56,1,0.91,5.7,造纸
1150,002069,獐子岛,3.85,1,1.05,2.82,养殖业
1151,002074,国轩高科,41.03,1,0.88,2.65,电池
1152,002075,沙钢股份,5.77,1,0.52,1.94,钢铁
1153,002077,大港股份,15.63,1,1.3,4.52,半导体
1154,002080,中材科技,37.06,1,0.35,3.25,建筑材料
1155,002085,万丰奥威,16.48,1,0.92,2.56,汽车零部件
1156,002088,鲁阳节能,11.35,1,6.77,2.65,建筑材料
1157,002091,江苏国泰,9.05,1,0.33,1.54,贸易
1158,002093,国脉科技,12.12,1,1.25,4.23,通信服务
1159,002098,浔兴股份,10.09,1,1.41,3.79,纺织制造
1160,002099,海翔药业,7.18,1,4.66,4.36,化学制药
1161,002102,能特科技,3.45,1,0.29,1.79,化学制药
1162,002103,广博股份,9.48,1,2.93,7.61,家居用品
1163,002104,恒宝股份,19.87,1,2.48,11.24,通信设备
1164,002105,信隆健康,7.37,1,0.96,3.34,汽车服务及其他
1165,002108,沧州明珠,5.12,1,2.81,7.15,塑料制品
1166,002109,兴化股份,3.79,1,1.61,1.56,化学原料
1167,002117,东港股份,12.1,1,0.17,3.49,包装印刷
1168,002123,梦网科技,13.68,1,4.83,12.88,通信服务
1169,002125,湘潭电化,14.5,1,1.26,4.27,电池
1170,002127,南极电商,3.31,1,2.16,2.39,互联网电商
1171,002128,电投能源,29.8,1,1.19,0.68,煤炭开采加工
1172,002130,沃尔核材,27.97,1,2.01,6.83,其他电子
1173,002132,恒星科技,3.54,1,0.57,2.11,通用设备
1174,002136,安纳达,12.58,1,0.72,6.39,化学原料
1175,002139,拓邦股份,14.04,1,0.72,2.41,消费电子
1176,002140,东华科技,11.67,1,0.6,1.42,建筑装饰
1177,002148,北纬科技,9.28,1,1.64,7.45,通信服务
1178,002149,西部材料,50.58,1,2.39,20.42,小金属
1179,002152,广电运通,13.71,1,1.48,1.81,计算机设备
1180,002154,报喜鸟,3.92,1,0.26,2.44,服装家纺
1181,002155,湖南黄金,22.97,1,3.94,4.08,贵金属
1182,002156,通富微电,41.83,1,4.57,6.85,半导体
1183,002159,三特索道,15.33,1,0.59,3.09,旅游及酒店
1184,002160,常铝股份,5.83,1,1.92,12.03,工业金属
1185,002161,远望谷,7.63,1,1.19,2.33,其他电子
1186,002162,悦心健康,5.2,1,9.94,5.7,家居用品
1187,002166,莱茵生物,8.65,1,2.25,2.66,化学制品
1188,002167,东方锆业,13.48,1,2.43,5.89,小金属
1189,002169,智光电气,12.2,1,2.43,7.13,电网设备
1190,002170,芭田股份,12.49,1,0.89,4.19,农化制品
1191,002172,澳洋健康,4.17,1,2.46,3.73,医疗服务
1192,002173,创新医疗,34.64,1,10.0,42.68,医疗服务
1193,002175,东方智造,4.57,1,1.33,4.33,通用设备
1194,002177,御银股份,9.36,1,6.97,45.68,零售
1195,002182,宝武镁业,17.15,1,2.76,4.21,小金属
1196,002183,怡亚通,5.11,1,2.0,3.88,贸易
1197,002185,华天科技,11.71,1,1.74,3.12,半导体
1198,002191,劲嘉股份,4.3,1,0.7,1.44,包装印刷
1199,002196,方正电机,15.41,1,2.32,21.42,电机
1200,002202,金风科技,31.94,1,9.99,16.74,风电设备
1201,002203,海亮股份,14.05,1,10.02,2.78,工业金属
1202,002205,国统股份,13.92,1,0.94,3.19,建筑材料
1203,002207,准油股份,8.35,1,3.86,15.29,油气开采及服务
1204,002208,合肥城建,13.98,1,5.19,15.03,房地产
1205,002215,诺普信,10.94,1,0.46,2.02,种植业与林业
1206,002217,合力泰,3.13,1,0.97,2.79,光学光电子
1207,002219,新里程,2.2,1,0.46,2.0,医疗服务
1208,002221,东华能源,8.32,1,2.59,1.92,石油加工贸易
1209,002224,三力士,4.51,1,0.67,2.67,橡胶制品
1210,002228,合兴包装,4.75,1,1.93,10.55,包装印刷
1211,002229,鸿博股份,16.79,1,2.44,11.1,包装印刷
1212,002230,科大讯飞,55.6,1,4.1,6.48,软件开发
1213,002232,启明信息,20.05,1,0.4,3.29,IT服务
1214,002233,塔牌集团,9.03,1,0.78,0.92,建筑材料
1215,002235,安妮股份,10.75,1,5.19,16.2,造纸
1216,002236,大华股份,19.68,1,2.02,2.9,计算机设备
1217,002237,恒邦股份,14.24,1,2.59,3.89,贵金属
1218,002241,歌尔股份,29.92,1,2.19,4.5,消费电子
1219,002243,力合科创,11.41,1,6.74,6.54,美容护理
1220,002245,蔚蓝锂芯,18.07,1,0.78,4.84,电池
1221,002246,北化股份,20.52,1,2.45,5.44,化学制品
1222,002247,聚力文化,2.85,1,0.35,3.22,建筑材料
1223,002249,大洋电机,10.99,1,1.66,6.95,电机
1224,002251,步步高,5.56,1,1.64,8.73,零售
1225,002262,恩华药业,24.61,1,1.9,1.71,化学制药
1226,002267,陕天然气,7.6,1,0.26,0.58,燃气
1227,002273,水晶光电,25.63,1,1.14,3.4,光学光电子
1228,002276,万马股份,17.03,1,1.07,4.76,电网设备
1229,002281,光迅科技,72.19,1,1.85,6.28,通信设备
1230,002287,奇正藏药,24.55,1,0.95,0.58,中药
1231,002291,遥望科技,7.12,1,4.4,11.6,文化传媒
1232,002292,奥飞娱乐,9.99,1,5.27,8.1,影视院线
1233,002296,辉煌科技,12.43,1,10.0,24.23,通信设备
1234,002301,齐心集团,8.03,1,1.65,4.37,家居用品
1235,002304,洋河股份,62.6,1,0.48,0.31,白酒
1236,002310,东方园林,2.26,1,0.44,1.85,环境治理
1237,002313,日海智能,10.61,1,1.43,2.46,通信设备
1238,002317,众生药业,21.81,1,1.58,9.49,中药
1239,002318,久立特材,28.98,1,1.61,1.58,钢铁
1240,002320,海峡股份,11.27,1,0.18,1.94,港口航运
1241,002322,理工能科,12.63,1,0.8,1.55,软件开发
1242,002326,永太科技,26.09,1,4.65,12.08,化学制品
1243,002327,富安娜,6.71,1,0.15,0.89,服装家纺
1244,002328,新朋股份,7.0,1,0.72,4.93,汽车零部件
1245,002329,皇氏集团,4.02,1,1.0,7.16,饮料制造
1246,002335,科华数据,66.4,1,8.13,12.05,其他电源设备
1247,002338,奥普光电,62.73,1,0.69,7.29,军工电子
1248,002344,海宁皮城,4.95,1,3.34,3.27,零售
1249,002345,潮宏基,12.61,1,3.96,2.53,服装家纺
1250,002346,柘中股份,20.81,1,0.63,1.71,电网设备
1251,002348,高乐股份,5.98,1,1.87,2.96,家居用品
1252,002349,精华制药,7.52,1,1.49,2.33,中药
1253,002352,顺丰控股,38.97,1,0.18,0.47,物流
1254,002353,杰瑞股份,76.4,1,4.36,2.94,专用设备
1255,002355,兴民智通,6.7,1,1.51,11.31,汽车零部件
1256,002364,中恒电气,31.62,1,8.03,16.25,其他电源设备
1257,002368,太极股份,25.6,1,1.23,1.91,IT服务
1258,002373,千方科技,13.07,1,3.98,6.26,IT服务
1259,002374,中锐股份,3.82,1,2.41,6.41,包装印刷
1260,002376,新北洋,7.82,1,1.29,2.54,计算机设备
1261,002378,章源钨业,16.96,1,8.44,9.45,小金属
1262,002381,双箭股份,6.73,1,0.3,1.94,橡胶制品
1263,002385,大北农,4.08,1,0.99,2.79,农产品加工
1264,002387,维信诺,8.91,1,0.34,1.63,光学光电子
1265,002392,北京利尔,8.44,1,1.81,2.42,建筑材料
1266,002394,联发股份,18.15,1,5.65,8.12,纺织制造
1267,002399,海普瑞,12.31,1,1.9,0.33,化学制药
1268,002400,省广集团,10.37,1,9.97,25.22,文化传媒
1269,002402,和而泰,40.07,1,2.22,7.81,白色家电
1270,002408,齐翔腾达,4.95,1,0.2,0.77,石油加工贸易
1271,002415,海康威视,30.26,1,0.83,0.52,计算机设备
1272,002419,天虹股份,6.03,1,7.11,9.13,零售
1273,002420,毅昌科技,7.85,1,3.15,7.41,汽车零部件
1274,002421,达实智能,2.96,1,0.68,3.01,IT服务
1275,002423,中粮资本,12.0,1,0.93,0.93,多元金融
1276,002425,凯撒文化,4.08,1,5.7,5.42,游戏
1277,002429,兆驰股份,7.75,1,2.65,3.12,黑色家电
1278,002432,九安医疗,41.75,1,1.75,2.38,医疗器械
1279,002436,兴森科技,22.49,1,1.03,7.31,元件
1280,002440,闰土股份,7.79,1,1.17,1.7,化学制品
1281,002442,龙星科技,6.32,1,0.16,1.86,橡胶制品
1282,002444,巨星科技,37.22,1,4.84,1.45,通用设备
1283,002452,长高电新,8.7,1,0.58,2.69,电网设备
1284,002453,华软科技,6.67,1,1.37,6.04,化学制品
1285,002454,松芝股份,8.86,1,0.57,1.46,汽车零部件
1286,002456,欧菲光,11.03,1,0.64,2.56,光学光电子
1287,002461,珠江啤酒,9.53,1,0.95,0.29,饮料制造
1288,002467,二六三,6.36,1,2.91,5.91,通信服务
1289,002472,双环传动,46.33,1,1.25,3.46,汽车零部件
1290,002479,富春环保,5.01,1,0.2,1.16,电力
1291,002488,金固股份,11.1,1,7.66,11.9,汽车零部件
1292,002489,浙江永强,3.87,1,0.52,1.76,家居用品
1293,002490,山东墨龙,7.66,1,3.23,16.12,专用设备
1294,002491,通鼎互联,6.16,1,0.65,5.15,通信设备
1295,002495,佳隆股份,2.7,1,0.37,3.43,食品加工制造
1296,002498,汉缆股份,4.01,1,0.25,1.48,电网设备
1297,002507,涪陵榨菜,13.06,1,0.23,1.1,食品加工制造
1298,002511,中顺洁柔,8.38,1,1.09,1.3,美容护理
1299,002514,宝馨科技,6.12,1,0.33,4.55,通用设备
1300,002515,金字火腿,6.25,1,0.32,3.0,食品加工制造
1301,002518,科士达,53.57,1,6.69,4.23,其他电源设备
1302,002521,齐峰新材,8.45,1,2.05,2.63,造纸
1303,002528,ST英飞拓,2.8,1,1.82,1.26,计算机设备
1304,002530,金财互联,10.84,1,2.17,5.61,通用设备
1305,002537,海联金汇,9.03,1,2.15,5.56,汽车零部件
1306,002543,万和电气,10.2,1,0.1,0.88,厨卫电器
1307,002547,春兴精工,4.76,1,1.28,3.24,汽车零部件
1308,002553,南方精工,27.65,1,1.54,5.81,汽车零部件
1309,002555,三七互娱,27.29,1,1.79,7.65,游戏
1310,002556,辉隆股份,6.07,1,0.66,1.66,种植业与林业
1311,002564,天沃科技,7.95,1,1.79,2.6,专用设备
1312,002568,百润股份,22.04,1,1.29,1.17,饮料制造
1313,002570,贝因美,6.19,1,0.49,3.24,饮料制造
1314,002575,群兴玩具,6.47,1,3.03,7.9,综合
1315,002577,雷柏科技,18.26,1,0.61,1.09,计算机设备
1316,002580,圣阳股份,13.22,1,2.8,5.69,电池
1317,002581,ST未名,7.46,1,0.95,1.09,生物制品
1318,002586,ST围海,4.33,1,0.7,0.71,建筑装饰
1319,002587,奥拓电子,6.83,1,1.64,3.75,光学光电子
1320,002588,史丹利,9.82,1,0.1,1.1,农化制品
1321,002591,恒大高新,7.06,1,2.17,14.83,化学制品
1322,002593,日上集团,6.01,1,0.84,7.43,建筑装饰
1323,002594,比亚迪,97.01,1,0.13,1.0,汽车整车
1324,002603,以岭药业,17.91,1,1.07,1.61,中药
1325,002609,捷顺科技,9.67,1,2.44,2.94,IT服务
1326,002611,东方精工,19.94,1,3.42,11.27,专用设备
1327,002612,朗姿股份,20.39,1,0.99,4.24,服装家纺
1328,002615,哈尔斯,7.71,1,0.39,2.01,家居用品
1329,002629,仁智股份,6.86,1,1.18,4.42,建筑装饰
1330,002632,道明光学,13.05,1,0.77,5.08,塑料制品
1331,002635,安洁科技,14.2,1,1.43,2.61,消费电子
1332,002637,赞宇科技,10.4,1,0.87,1.95,化学制品
1333,002639,雪人集团,24.57,1,1.7,57.82,通用设备
1334,002644,佛慈制药,8.78,1,0.11,1.28,中药
1335,002655,共达电声,13.2,1,2.01,5.0,消费电子
1336,002657,中科金财,29.35,1,2.16,8.5,IT服务
1337,002664,信质集团,23.95,1,1.83,2.57,汽车零部件
1338,002666,德联集团,5.49,1,0.37,4.62,化学制品
1339,002673,西部证券,8.08,1,0.62,1.07,证券
1340,002674,兴业科技,14.54,1,2.25,4.07,纺织制造
1341,002676,顺威股份,8.47,1,1.32,2.99,白色家电
1342,002681,奋达科技,6.81,1,0.89,4.63,消费电子
1343,002691,冀凯股份,8.95,1,1.94,8.08,专用设备
1344,002696,百洋股份,7.4,1,4.52,6.37,农产品加工
1345,002697,红旗连锁,6.19,1,2.99,11.66,零售
1346,002700,万憬能源,7.01,1,0.14,1.65,燃气
1347,002701,奥瑞金,6.04,1,3.07,3.25,包装印刷
1348,002705,新宝股份,14.35,1,0.91,0.89,小家电
1349,002706,良信股份,11.77,1,5.75,7.14,电网设备
1350,002707,众信旅游,7.23,1,0.56,2.89,旅游及酒店
1351,002708,光洋股份,13.46,1,2.05,4.01,汽车零部件
1352,002712,思美传媒,6.5,1,8.15,11.67,文化传媒
1353,002722,物产金轮,15.36,1,0.39,1.98,专用设备
1354,002723,小崧股份,8.99,1,4.53,7.31,光学光电子
1355,002726,龙大美食,4.22,1,0.24,1.42,食品加工制造
1356,002727,一心堂,13.3,1,0.61,2.75,医药商业
1357,002728,特一药业,11.68,1,1.39,9.16,中药
1358,002729,好利科技,17.94,1,9.99,7.58,其他电子
1359,002731,萃华珠宝,12.76,1,1.43,4.07,服装家纺
1360,002733,雄韬股份,20.73,1,1.07,4.28,电池
1361,002734,利民股份,16.8,1,0.36,3.87,农化制品
1362,002757,南兴股份,25.0,1,5.18,43.49,专用设备
1363,002758,浙农股份,10.12,1,1.81,2.29,农化制品
1364,002762,*ST金比,7.38,1,2.5,3.6,服装家纺
1365,002765,蓝黛科技,13.23,1,1.93,6.06,汽车零部件
1366,002767,先锋电子,22.21,1,0.23,4.34,通用设备
1367,002768,国恩股份,56.6,1,5.11,3.25,塑料制品
1368,002773,康弘药业,34.33,1,2.88,2.12,生物制品
1369,002775,文科股份,4.45,1,2.06,2.33,建筑装饰
1370,002780,三夫户外,14.45,1,1.62,5.28,服装家纺
1371,002783,凯龙股份,9.86,1,1.13,3.95,化学制品
1372,002785,万里石,36.7,1,2.23,5.89,建筑材料
1373,002792,通宇通讯,60.78,1,6.05,39.1,通信设备
1374,002795,永和智控,7.45,1,10.04,11.61,通用设备
1375,002796,世嘉科技,32.82,1,9.47,22.16,通信设备
1376,002797,第一创业,7.06,1,0.43,1.69,证券
1377,002801,微光股份,35.7,1,0.62,1.82,电机
1378,002803,吉宏股份,17.97,1,3.69,5.12,互联网电商
