trade_date,short_name,stock_code,close,change_cpt,turnover_ratio,a_net_amount,a_buy_amount,a_sell_amount,a_amount,amount,net_amount_rate,a_amount_rate,reason
2025-12-24,神剑股份,002361,10.88,10.0101,32.1166,139338702.2,559846171.72,420507469.52,980353641.24,5966226586,2.335457767007,16.431719900489,连续三个交易日内，涨幅偏离值累计达到20%的证券
2025-12-24,章源钨业,002378,15.0,-7.7491,11.0286,-161990833.78,163953669.24,325944503.02,489898172.26,2003770389,-8.084301208825,24.448817836084,日跌幅偏离值达到7%的前5只证券
2025-12-24,*ST步森,002569,11.26,4.2593,3.4195,8291848.5,29421853.5,21130005.0,50551858.5,91591748,9.053051919044,55.19259060325,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
2025-12-24,德力股份,002571,10.35,-6.0799,18.3207,-5687847.94,74068456.0,79756303.94,153824759.94,576466003,-0.986675347791,26.684099173148,日振幅值达到15%的前5只证券
2025-12-24,海南瑞泽,002596,6.22,-4.0123,34.7911,-24011764.78,251936978.92,275948743.7,527885722.62,2542679647,-0.944348801798,20.76100004351,日换手率达到20%的前5只证券
2025-12-24,雪人集团,002639,19.43,2.317,35.2387,-205315966.79,360289933.02,565605899.81,925895832.83,4427692811,-4.637086978571,20.91147404196,日换手率达到20%的前5只证券
2025-12-24,浙江世宝,002703,20.42,10.0216,25.6036,58924408.02,339732842.15,280808434.13,620541276.28,3016092541,1.953667111304,20.574344714047,日涨幅偏离值达到7%的前5只证券
2025-12-24,天际股份,002759,42.12,10.0026,31.7641,282457111.53,783661665.45,501204553.92,1284866219.37,6596996019,4.281601970298,19.476534708668,日涨幅偏离值达到7%的前5只证券
2025-12-24,天际股份,002759,42.12,10.0026,31.7641,286666532.86,1308433831.5,1021767298.64,2330201130.14,12630684835,2.269604036557,18.448731486696,连续三个交易日内，涨幅偏离值累计达到20%的证券
2025-12-24,*ST建艺,002789,9.52,4.9614,4.7144,7549135.4,34540755.8,26991620.4,61532376.2,130742713,5.774039123695,47.063713753592,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
2025-12-24,通宇通讯,002792,34.71,6.3093,42.8611,261660375.36,645864206.74,384203831.38,1030068038.12,4723973291,5.53898930501,21.805119857101,日振幅值达到15%的前5只证券
2025-12-24,通宇通讯,002792,34.71,6.3093,42.8611,261660375.36,645864206.74,384203831.38,1030068038.12,4723973291,5.53898930501,21.805119857101,日换手率达到20%的前5只证券
2025-12-24,世嘉科技,002796,28.53,7.6604,23.8574,11986254.58,378835196.89,366848942.31,745684139.2,2872225930,0.417315868324,25.961890094071,连续三个交易日内，涨幅偏离值累计达到20%的证券
2025-12-24,翔鹭钨业,002842,14.08,-6.6313,32.8824,-78217199.33,96702281.77,174919481.1,271621762.87,1258102007,-6.217079290455,21.589804432289,日跌幅偏离值达到7%的前5只证券
2025-12-24,钧达股份,002865,49.01,10.0112,16.4679,51123069.1,277898795.86,226775726.76,504674522.62,1695382242,3.015430257173,29.767595184001,日振幅值达到15%的前5只证券
2025-12-24,庄园牧场,002910,12.2,-9.9631,28.6034,-4425931.6,39230411.0,43656342.6,82886753.6,604336248,-0.732362424833,13.715337094921,日跌幅偏离值达到7%的前5只证券
2025-12-24,再22转债,113657,293.866,20.0002,,-2946820.0,1504595420.0,1507542240.0,3012137660.0,7179400840,-0.041045486464,41.955279098193,"非上市首日,当日收盘价涨幅达15%的前五只可转债"
2025-12-24,英唐智控,300131,14.82,20.0,13.1893,233627476.67,396230712.91,162603236.24,558833949.15,1888584897,12.370504341167,29.590088856355,日涨幅达到15%的前5只证券
2025-12-24,神农种业,300189,7.9,1.4121,41.3511,-43868177.53,428255708.71,472123886.24,900379594.95,2877813225,-1.524358048984,31.286936453286,日换手率达到30%的前5只证券
2025-12-24,天银机电,300342,30.78,17.2125,35.9999,343826199.23,724549153.59,380722954.36,1105272107.95,4305639461,7.985485137442,25.670335799396,日换手率达到30%的前5只证券
2025-12-24,中光防雷,300414,16.12,3.7323,32.0837,-105757834.63,119731397.06,225489231.69,345220628.75,1566718047,-6.750278700913,22.03463663491,日换手率达到30%的前5只证券
2025-12-24,新雷能,300593,30.24,20.0,14.0433,10503007.26,216868729.84,206365722.58,423234452.42,1829968429,0.573944724595,23.127964707636,日涨幅达到15%的前5只证券
2025-12-24,新劲刚,300629,22.66,20.0212,24.2522,95869164.56,207606469.52,111737304.96,319343774.48,1128894589,8.492304374045,28.28818364369,日涨幅达到15%的前5只证券
2025-12-24,德艺文创,300640,8.99,-0.663,32.7414,-2487150.0,65075600.0,67562750.0,132638350.0,649311443,-0.38304422736,20.427539269472,日换手率达到30%的前5只证券
2025-12-24,宏达电子,300726,56.25,6.4333,20.8468,326220400.12,846241333.61,520020933.49,1366262267.1,5298502901,6.156841021233,25.785817100188,连续三个交易日内，涨幅偏离值累计达到30%的证券
2025-12-24,谱尼测试,300887,9.32,19.9485,16.0133,47861520.43,87325555.85,39464035.42,126789591.27,511881125,9.350124099614,24.769342934846,日涨幅达到15%的前5只证券
2025-12-24,超捷股份,301005,112.44,20.0,22.4831,83320672.44,425227027.26,341906354.82,767133382.08,3124391379,2.666780896914,24.553050147179,日涨幅达到15%的前5只证券
2025-12-24,南王科技,301355,15.88,9.8962,51.1242,-15307067.45,68822579.13,84129646.58,152952225.71,804777200,-1.90202548606,19.005536651635,日换手率达到30%的前5只证券
2025-12-24,退市苏吴,600200,0.33,6.4516,4.3137,1532053.38,3322554.0,1790500.62,5113054.62,9781516,15.662739599874,52.272619295414,退市整理的证券
2025-12-24,生物股份,600201,15.6,-7.6923,10.286,-63218974.23,147994267.35,211213241.58,359207508.93,1799016625,-3.514085047991,19.966881013676,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
2025-12-24,天通股份,600330,13.04,10.0422,11.2279,99915555.27,319639072.68,219723517.41,539362590.09,1739202823,5.744905306539,31.012058108303,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
2025-12-24,航天动力,600343,41.8,10.0,23.4976,41762281.4399999,652507851.88,610745570.44,1263253422.32,6039826350,0.691448379803,20.915393077816,有价格涨跌幅限制的日换手率达到20%的前五只证券
2025-12-24,*ST精伦,600355,2.22,3.2558,9.5726,-841506.5,23086014.0,23927520.5,47013534.5,213498716,-0.394150614002,22.020523299072,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券
2025-12-24,东百集团,600693,21.45,10.0,25.473,110637865.13,915742818.65,805104953.52,1720847772.17,12418182016,0.89093447807,13.85748549951,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
2025-12-24,东百集团,600693,21.45,10.0,25.473,-21533438.94,357032267.0,378565705.94,735597972.94,4666726104,-0.461424957457,15.762612944212,有价格涨跌幅限制的日换手率达到20%的前五只证券
2025-12-24,中国高科,600730,11.78,-8.6113,20.4809,-19881838.5,138474254.02,158356092.52,296830346.54,1704184420,-1.166648296198,17.417736194302,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券
2025-12-24,中国高科,600730,11.78,-8.6113,20.4809,-18991389.44,134899290.02,153890679.46,288789969.48,1417545092,-1.339737941825,20.372542017168,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
2025-12-24,厦门国贸,600755,7.21,10.0763,12.763,9482046.24000001,209437425.24,199955379.0,409392804.24,1913750579,0.495469281319,21.392171411069,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
2025-12-24,南京熊猫,600775,12.05,10.0457,12.7832,161779649.26,217992285.2,56212635.94,274204921.14,1005383629,16.091335147452,27.273660842552,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
2025-12-24,鲁信创投,600783,17.44,10.0315,5.8589,-5971301.31999999,134990718.08,140962019.4,275952737.48,743396597,-0.80324571623,37.120527399993,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
2025-12-24,渤海化学,600800,3.73,-9.0244,17.4013,9798683.55,64874584.0,55075900.45,119950484.45,723157342,1.354986388287,16.587052012534,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
2025-12-24,渤海化学,600800,3.73,-9.0244,17.4013,21225232.55,82721622.0,61496389.45,144218011.45,794208852,2.672500123431,18.158701088111,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券
2025-12-24,柏诚股份,601133,17.48,-2.0728,39.7175,-5113415.13,80799360.09,85912775.22,166712135.31,1074516866,-0.475880397209,15.515078505059,有价格涨跌幅限制的日换手率达到20%的前五只证券
2025-12-24,快克智能,603203,37.75,5.6535,7.8785,-24367783.13,182425367.69,206793150.82,389218518.51,1299942841,-1.874527276234,29.941202507842,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
2025-12-24,*ST松发,603268,85.01,5.0025,4.8451,-25552969.6,195760425.0,221313394.6,417073819.6,1123542419,-2.274321749484,37.121323818927,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券
2025-12-24,星德胜,603344,32.69,-4.1911,27.3359,-6499266.09999999,83668793.0,90168059.1,173836852.1,496284296,-1.309585282545,35.027675366943,有价格涨跌幅限制的日换手率达到20%的前五只证券
2025-12-24,华体科技,603679,15.41,-1.5335,13.894,-49669430.84,114325271.6,163994702.44,278319974.04,2177617954,-2.280906563466,12.780936781347,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券
2025-12-24,洛凯股份,603829,24.73,-9.9745,9.1497,-69189804.47,117362796.2,186552600.67,303915396.87,886762481,-7.802518256295,34.272469052511,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券
2025-12-24,洛凯股份,603829,24.73,-9.9745,9.1497,-43417951.97,52040462.0,95458413.97,147498875.97,426223440,-10.186664527413,34.605998198973,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
2025-12-24,永悦科技,603879,6.0,10.0917,5.6079,32756128.0,41622274.0,8866146.0,50488420.0,117284130,27.928866420376,43.047955422443,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
2025-12-24,正和生态,605069,11.86,10.0186,23.8258,58073928.1,91221121.1,33147193.0,124368314.1,231458978,25.090376101116,53.732335282324,有价格涨跌幅限制的日换手率达到20%的前五只证券
2025-12-24,恒盛能源,605580,28.15,-10.0064,3.963,10602510.8,63366852.2,52764341.4,116131193.6,314801290,3.368001065053,36.890316936122,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
2025-12-24,上海港湾,605598,56.27,10.0098,4.3789,126900174.85,195021719.81,68121544.96,263143264.77,567052214,22.378922384386,46.405473477263,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
2025-12-24,瑞华泰,688323,23.24,19.9793,13.1608,40902749.87,121503875.68,80601125.81,202105001.49,510725500,8.008754187915,39.572138358081,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券
2025-12-24,有研粉材,688456,64.14,20.0,8.998,-31142087.03,97851679.28,128993766.31,226845445.59,571097400,-5.453025531197,39.720973268308,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券
2025-12-24,田野股份,920023,5.06,-3.0651,25.879,-17613514.89,40964859.04,58578373.93,99543232.97,355014500,-4.961350843416,28.039202052311,当日换手率达到20%的前5只股票
2025-12-24,天工股份,920068,20.86,16.147,38.5297,24908078.12,66901899.97,41993821.85,108895721.82,506910800,4.913700422244,21.482225634175,当日换手率达到20%的前5只股票
2025-12-24,大鹏工业,920091,72.9,1.419,22.0783,-562586.690000001,25427521.68,25990108.37,51417630.05,216858400,-0.259425823487,23.710232137653,当日换手率达到20%的前5只股票
2025-12-24,方盛股份,920662,31.27,5.1092,30.8948,-816626.689999998,20968775.51,21785402.2,42754177.71,254200500,-0.321252983373,16.819076953035,当日换手率达到20%的前5只股票
2025-12-24,广道退,920680,1.32,29.4118,46.4101,-380078.9,3627073.1,4007152.0,7634225.1,24943100,-1.523783731774,30.606560932683,当日价格振幅达到30%的前5只股票
2025-12-24,广道退,920680,1.32,29.4118,46.4101,-380078.9,3627073.1,4007152.0,7634225.1,24943100,-1.523783731774,30.606560932683,当日收盘价涨幅达到20%的前5只股票
2025-12-24,广道退,920680,1.32,29.4118,46.4101,-380078.9,3627073.1,4007152.0,7634225.1,24943100,-1.523783731774,30.606560932683,当日换手率达到20%的前5只股票
